hash,blockchain,transaction_type,amount,wallet_address,date,fee_crypto,fee_crypto_symbol,fee_usd,usd_ils_rate,fee_ils_standard,fee_ils_markup_6pct,crypto_amount_sent,error
0x3a832a0a8fcd5d4b73d4ede22e170260aa149e9cdc052205a408c2b72cdd25ef,ETH,send,0.073556,0x68a23b5b0009025c06528c264748055088f3c4b4,2024-09-15,6.877e-05,ETH,0.17,3.707,0.64,0.68,0.073556,
1d9d3e503357e0fa66737264de375bf3ba00cca0255888cc38c6d935214a27ca,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/1d9d3e503357e0fa66737264de375bf3ba00cca0255888cc38c6d935214a27ca
0x220e80d249c9f577d4b5f17fd32275701cd076f12e0efdcb1b6240adf1868b57,USDT-ERC20,send,1258.50116,0x6fecdf7ba6621e802943455f2101da7167c9f982,2024-09-09,0.0003244,ETH,0.81,3.752,3.04,3.23,1258.50116,
0x90863219d60d2d338d0ce087d72446ea6a0ca8bfbb9231efae3fc26f419dbdba,USDT-ERC20,send,251.7034,0x5a831c691caa221542ee16d837f3e31b0f6a9942,2024-09-09,0.00025768,ETH,0.64,3.752,2.42,2.56,251.7034,
0xb833f0c53b65467e628379977b5637ad42af30d0fc71b22524c57852050e91a5,ETH,send,0.10871,0x23cbf3ee59a16143d2ad797c91e47be19f3abf45,2024-09-09,0.00010804,ETH,0.27,3.752,1.01,1.07,0.10871,
f90e38b922bcc0041b96b8afe9f658696bbf1e5c1770514162732e2fc01a6c67,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/f90e38b922bcc0041b96b8afe9f658696bbf1e5c1770514162732e2fc01a6c67
d987bb9061d86b506319100f471e9d195921edbefbcf1c42a561cec4b01f63e7,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/d987bb9061d86b506319100f471e9d195921edbefbcf1c42a561cec4b01f63e7
f969ce7bbfd83eff24eff17bf88cc0ab1f246330268651e8247472940b2c2ab9,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/f969ce7bbfd83eff24eff17bf88cc0ab1f246330268651e8247472940b2c2ab9
cf3136591f6526d9c2214bda8f6aab0ebe31afeef8f5019868fb53fb1d58496a,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/cf3136591f6526d9c2214bda8f6aab0ebe31afeef8f5019868fb53fb1d58496a
cfca391b9b2d714d73d21a0291cafe71694120282118895619742a4a1eb1abeb,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/cfca391b9b2d714d73d21a0291cafe71694120282118895619742a4a1eb1abeb
0d185b3fb96d0a83fe6312618e06cb27c3e00744adeac58f313600cb55d2e8ba,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/0d185b3fb96d0a83fe6312618e06cb27c3e00744adeac58f313600cb55d2e8ba
0a7c9fe8d6d75e7324316028c62e7a302bb59d2d36fcde6ec02bd1f0738036e3,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/0a7c9fe8d6d75e7324316028c62e7a302bb59d2d36fcde6ec02bd1f0738036e3
0x80575b8e84ba1eb022d363700621269f95c314230ed776fb411e7a91684bb6ad,ETH,send,0.5104,0x24c895008fa33f769810b8bc92bfd66defd71cec,2024-08-30,6.356e-05,ETH,0.16,3.656,0.58,0.62,0.5104,
0x8c8b6626cb212e488a2f24f790c7fad653d08c85e293669a97a58bd375f746e0,USDT-ERC20,send,56.679117,0x494307c254c6d8767131b46c2e7326bccb6e5d85,2024-08-30,0.00016411,ETH,0.41,3.656,1.5,1.59,56.679117,
0xc2f843e916798bf76fa51700b0d07ba46ef91c046bf66badee424ae8dcc17029,USDT-ERC20,send,128.81485,0x5d022efc7b715991512e9598274ebdc4361e5b2a,2024-08-30,0.0002254,ETH,0.56,3.656,2.06,2.18,128.81485,
0x1db1d5185332973cfa1c3337ef84adbb08cdbd36c5d4d7fd511af42b57db08f4,USDT-ERC20,send,77.28891,0xd2246de48d309adbebd58ef72abff5f2dbf687c3,2024-08-30,0.00016508,ETH,0.41,3.656,1.51,1.6,77.28891,
133a7cf648952ef14c5df84bf114ef14bf2fad22da6369c6735269ea442d5f28,BTC,send,1.54009506,bc1qm4lmrw3wuw6cjl6wqext8ywn96v9c8yf7m8yvr,2024-08-30,5.64e-06,BTC,0.25,3.656,0.93,0.98,1.54009506,
0x02fe0c05d468c712ea5bbf312b6ff4077b0f5952097202cbd4bdca09ddd92aa2,USDT-ERC20,send,1288.1485,0x3d7af2698827bd41c9a76a0719d70b4a128f5a27,2024-08-30,0.0001581,ETH,0.4,3.656,1.45,1.53,1288.1485,
0x5ea7e63916d511cc6f037dd429c5768ce4509a8424ed287b9723bb05f7597da9,USDT-ERC20,send,1288.161771,0x3d7af2698827bd41c9a76a0719d70b4a128f5a27,2024-08-30,0.00022448,ETH,0.56,3.656,2.05,2.17,1288.161771,
b819faf141c0c8f6039576e2792f36d9df4fd22d545ab2e830d8d134cf0feff7,BTC,send,1.5926687,bc1ql0t4qs8gxl0m6q83jms8jgrtj7srryzyu9nxze,2024-08-30,8.13e-06,BTC,0.37,3.656,1.34,1.42,1.5926687,
0xe03fe0c83df335a0f9ae25e18606bfe8c90ca07b17f0e1425049222505d23357,USDT-ERC20,send,77.28891,0x2f5274175a7d89f6b71dc1d9c4435e5e159ce6a0,2024-08-30,0.00017187,ETH,0.43,3.656,1.57,1.67,77.28891,
0x4e0a2f6f53e1af68dbc58994b763c411ec52de821b8f82b26f21ff7292bb607e,USDT-ERC20,send,257.6297,0x9913cd812e0d0b96da23094f321b7ce3290225dc,2024-08-30,0.00017313,ETH,0.43,3.656,1.58,1.68,257.6297,
0xb78ba2798b8a58171fd769bd7aaff92cb14d81756660904cd53e0061c62042b5,ETH,send,0.122784,0x21caa55033390271d07065d7e20c472938a13aa5,2024-08-30,6.798e-05,ETH,0.17,3.656,0.62,0.66,0.122784,
0x7eb6734d1ad98ceeb82af2e2dd2951cfa458684193038d8fe2c885da4a7e694d,USDT-ERC20,send,25.761908,0xabc0d6bbd292ac43cf15203fe13d31a083984f09,2024-08-30,0.00017126,ETH,0.43,3.656,1.57,1.66,25.761908,
979ae2e4bebb983a5ab0e10d8e0c365d1fdf8e50bdca43b6cac78796bb81905d,BTC,send,0.04254157,13irG5EW2NBzcNJQcMbBJ6jhtHw6huz5NW,2024-08-30,1.616e-05,BTC,0.73,3.656,2.66,2.82,0.04254157,
0xb547dc3137f5c6ef229ff7e0f92f16950cbe3d468fc392db96ba485a48f085c5,USDT-ERC20,send,25.761908,0xabb1677bf9c993b0b391c9bc2e7668a61a8abbbc,2024-08-30,0.00017085,ETH,0.43,3.656,1.56,1.66,25.761908,
0x207ca2ef646f264045120fe4edc9a884c1bd0a043f78a9a90f31e50c7f5919b9,USDT-ERC20,send,605.404838,0xe9d4e6ebeea9b48029b9805fff186c324e3bcc70,2024-08-30,0.00017305,ETH,0.43,3.656,1.58,1.68,605.404838,
0x7464a5bcfdc9fbc7a7045167fe75889594ad2c9ae921d0ef49815a815eba53a3,USDT-ERC20,send,257.61908,0x3500d2c18d63c92a66702f127ec7a5bdf05bb411,2024-08-30,0.00018706,ETH,0.47,3.656,1.71,1.81,257.61908,
0xd38eb5de0e0892fc7c4f3c127b9ecb3b38c5e639b5ef887732914929cab22a5b,USDT-ERC20,send,38.642862,0x0ed75e0fab2799cc972a944c2414f1496ac98516,2024-08-30,0.00018383,ETH,0.46,3.656,1.68,1.78,38.642862,
0x7ed97ae9fe2dcf008eff9a9e627ccb7acde55c76140bff5d474a03451d804e51,USDT-ERC20,send,25.761908,0x5c34e1eca95eed5605845391e3f228e501cc2b19,2024-08-30,0.00024256,ETH,0.61,3.656,2.22,2.35,25.761908,
0x984142c2b25564d4a88775b4157949c6df1f64be441f7ee0485ebbbd694fa143,ETH,send,0.040704,0x0b79a9ef791cc91696711d846e53c85958a95ab7,2024-08-30,6.748e-05,ETH,0.17,3.656,0.62,0.65,0.040704,
0x6f932c2eefceff78c00362101e15f6086dfb000a4b77946eda3042bd6be16b50,USDT-ERC20,send,154.559106,0x18465cb608c9716d1cf45befc834054e0c8829fd,2024-08-30,0.00016365,ETH,0.41,3.656,1.5,1.59,154.559106,
0x0be29602ded98b0b4d98927ec842d5b8483cccd826c6f4b98f9d39d8d0372cdb,USDT-ERC20,send,180.318957,0xc469d0a87df7d147cdf12b44390da04f96eb8a58,2024-08-30,0.000161,ETH,0.4,3.656,1.47,1.56,180.318957,
0xcec75c7525189ded65132cfddc03a352d60c662efb4be8d08c885d3fc794d2bd,USDT-ERC20,send,257.60183,0x37c3596d7559e7f476f2969940296b41ee18329b,2024-08-30,0.00015895,ETH,0.4,3.656,1.45,1.54,257.60183,
381067faa2ef61bc35224bcad2cabd89f52d41aeeb858427ecc533793874e984,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/381067faa2ef61bc35224bcad2cabd89f52d41aeeb858427ecc533793874e984
939b9913e100d7333adb670d2983eaee90d17c5601c4735ba87663a3b81bb472,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/939b9913e100d7333adb670d2983eaee90d17c5601c4735ba87663a3b81bb472
8fe85ed8bd2dc27e80ee6eb0fba732c2bd111583516f417a13d27a561a40dd2b,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/8fe85ed8bd2dc27e80ee6eb0fba732c2bd111583516f417a13d27a561a40dd2b
70ee2bda61967f65b6b8c8fc4284fa5e5054733fbd53784b2bb65690170acea9,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/70ee2bda61967f65b6b8c8fc4284fa5e5054733fbd53784b2bb65690170acea9
b602671647666851c82918f10dab3941355db9c6c41d53783961832eb13cc592,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/b602671647666851c82918f10dab3941355db9c6c41d53783961832eb13cc592
2930aff3b76aaf8c28b4c7ee88a93ea6ea639d1306f86ac14469d3fe463ca3fd,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/2930aff3b76aaf8c28b4c7ee88a93ea6ea639d1306f86ac14469d3fe463ca3fd
b45603a5bfaa8329fd96fa5b4e0422c6781fe6be87eda4e8e9db749cd597ec78,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/b45603a5bfaa8329fd96fa5b4e0422c6781fe6be87eda4e8e9db749cd597ec78
0x5b1b6517e211f706017a9671c2a15181cb1ce3b523d9bd51ab9f67546fafa052,ETH,send,0.039392,0x04b2dd31bbb6248bef58caf61a34c09320113215,2024-08-21,6.248e-05,ETH,0.16,3.722,0.58,0.62,0.039392,
0xf31c7be638c8e103bd17e0cc595379ad66682eba667e85949b70c1ab0267ee74,USDT-ERC20,send,93.630114,0x1cbc9319cfe5d1a896a0a0fe053ce89b12d3b6dd,2024-08-21,0.00020544,ETH,0.51,3.722,1.91,2.03,93.630114,
0xf4b257a07ac69bdc487c7d736319e142336423f4c5e7d599aec29f3d682ee878,USDT-ERC20,send,76.17345,0x01b9abc5ff376851270f50ee69ea77bd987c3ec1,2024-08-21,0.00015849,ETH,0.4,3.722,1.47,1.56,76.17345,
cdeb7381b41816807f59ea53a1d3a53cd93a2a337201bb97143dc0eeb0248c19,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/cdeb7381b41816807f59ea53a1d3a53cd93a2a337201bb97143dc0eeb0248c19
57956cc656aa526676948963ec1fcc26b992213b8d5b1e15fe585786e67b1fd1,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/57956cc656aa526676948963ec1fcc26b992213b8d5b1e15fe585786e67b1fd1
eb2f6ebc6a88a703b583f62ccb8cbf029ca4abe7233975b53a4326ae40dbffd5,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/eb2f6ebc6a88a703b583f62ccb8cbf029ca4abe7233975b53a4326ae40dbffd5
cbb79f0f79531cee5bf36778e4005bcc5f1fed155113735e2eef2c8988f1c7c5,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/cbb79f0f79531cee5bf36778e4005bcc5f1fed155113735e2eef2c8988f1c7c5
e651cb97bfda35f44128809138d1e90eadba74cc4fdc38e626bbd23991c12d75,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/e651cb97bfda35f44128809138d1e90eadba74cc4fdc38e626bbd23991c12d75
5c50945ab38d57d533d40387ae8ea829479f0815f6e9a1989f3e34b3eaab139f,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/5c50945ab38d57d533d40387ae8ea829479f0815f6e9a1989f3e34b3eaab139f
eaeec2dfe0ea2a5e0462531f259d218d3d0346f019eca7adbe4167bc5aa608a3,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/eaeec2dfe0ea2a5e0462531f259d218d3d0346f019eca7adbe4167bc5aa608a3
31cd113f48a55e6c0452aa8d87159e4a336c2dcb2e4b3658285a219a56abf52a,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/31cd113f48a55e6c0452aa8d87159e4a336c2dcb2e4b3658285a219a56abf52a
629c8775f90bc7dfc262a14f75ea095ff519ad8f03fd839acb6bb90a62601156,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/629c8775f90bc7dfc262a14f75ea095ff519ad8f03fd839acb6bb90a62601156
ba9bbb270ef63bc3904f696921d3173c24307b76d43702515180652d08277fb6,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/ba9bbb270ef63bc3904f696921d3173c24307b76d43702515180652d08277fb6
8a56726194224964814f567eda54548630560ca2e0d357af5643a71844f61f1b,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/8a56726194224964814f567eda54548630560ca2e0d357af5643a71844f61f1b
5dfea3f06d12fdf22739eaa96ebebc022b80342d4fae1ef1182d76b263a14aa8,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/5dfea3f06d12fdf22739eaa96ebebc022b80342d4fae1ef1182d76b263a14aa8
5d9642157d38a54ef34d4512372ce80fd89afae305b0e482b3459593cf63de2a,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/5d9642157d38a54ef34d4512372ce80fd89afae305b0e482b3459593cf63de2a
0x72e9c21f2aff98a0a73037c4e4263548c899e331b046a6b8ad5eba8721700fda,USDT-ERC20,send,29.868874,0x40cb5493492d59ea64271782abe210c8eecf27ad,2024-08-01,0.00096467,ETH,2.41,3.792,9.15,9.69,29.868874,
0xae5423c5c5caeb5a66f7f5d0fb4c55d4929887abf487e472631729e27465e886,ETH,send,0.398616,0x83c64e360e1be7353ac0a9707524ed13979d14c6,2024-08-01,0.00041828,ETH,1.05,3.792,3.97,4.2,0.398616,
74b3b0579b0da82f1670a2208e0568cb3956943e94fd1b4dd280bbc129abd07b,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/74b3b0579b0da82f1670a2208e0568cb3956943e94fd1b4dd280bbc129abd07b
cee5c07166d477132b8e25ea4713aa87a453613604d54f3d2d713dfa00ba892b,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/cee5c07166d477132b8e25ea4713aa87a453613604d54f3d2d713dfa00ba892b
9cf1bf2873b9adc775c6472a2f4eaabf1008201fe629601ce2d2543b01203d4d,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/9cf1bf2873b9adc775c6472a2f4eaabf1008201fe629601ce2d2543b01203d4d
8576647db2a62613e8dd875ef65a4c875acbf84081a9cf6760ec22a91bd67579,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/8576647db2a62613e8dd875ef65a4c875acbf84081a9cf6760ec22a91bd67579
2b669edac2c0822f441066dd690579c12103d713e62df390a48381bef8d4cd9a,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/2b669edac2c0822f441066dd690579c12103d713e62df390a48381bef8d4cd9a
e267cc2787b0ca7e94e8ccf36043ddc283fdacd83490245d5922b7d493506fed,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/e267cc2787b0ca7e94e8ccf36043ddc283fdacd83490245d5922b7d493506fed
7fbad03fd8a357b139f8b6bb33c12fec6b92077b0ab58008ed15630740591f05,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/7fbad03fd8a357b139f8b6bb33c12fec6b92077b0ab58008ed15630740591f05
be0d8e3af0484c84553d704562fdd1c533de78519c55776a1ef9840c1cbd8287,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/be0d8e3af0484c84553d704562fdd1c533de78519c55776a1ef9840c1cbd8287
0407382f7c0b0571ba3d06373ff7ab50b6e12fe5de1d5693fd68fefa75d44af5,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/0407382f7c0b0571ba3d06373ff7ab50b6e12fe5de1d5693fd68fefa75d44af5
ea6c2af255b79ccbd7c3ebd64c8e00d79dc25f2742e9925761beebce76667946,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/ea6c2af255b79ccbd7c3ebd64c8e00d79dc25f2742e9925761beebce76667946
5beef9463dfa678115c3ca3806def80a1e3caaf53ae873a8a59f05d75ff3c9fe,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/5beef9463dfa678115c3ca3806def80a1e3caaf53ae873a8a59f05d75ff3c9fe
bc7b1871f9932ea16ee2e28c4bbf62084a54548989ff903fc549d412c7412861,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/bc7b1871f9932ea16ee2e28c4bbf62084a54548989ff903fc549d412c7412861
768e062253daca131a2a1f0998e5a4afd1a97fcd861d3cb9ef43efed7b8a7fd6,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/768e062253daca131a2a1f0998e5a4afd1a97fcd861d3cb9ef43efed7b8a7fd6
0x457b92c008b69b55f8029adbc210940a618a55e56d44223fa954209bffc86581,USDT-ERC20,send,1078.623966,0x0854fb62c2e09a992e7a31de2715875816f03064,2024-07-10,0.00030341,ETH,0.76,3.663,2.78,2.95,1078.623966,
8f8ece99bff21bf7bf9771b93c8192289748eb1a71c4ba64db4e03c7678617a9,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/8f8ece99bff21bf7bf9771b93c8192289748eb1a71c4ba64db4e03c7678617a9
fc3adf2c3dd8c0bc699396a024ae04a9d4397b9d5c938c8f9b1dc386263138b2,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/fc3adf2c3dd8c0bc699396a024ae04a9d4397b9d5c938c8f9b1dc386263138b2
f18e32d6a55665250cffeb4864fa389dab3e1a184112f6f83fd045513ceba9f6,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/f18e32d6a55665250cffeb4864fa389dab3e1a184112f6f83fd045513ceba9f6
fd91df91e8a37e76bad31c07cbb43010da33daa4e152b857e697a6cb728bcefd,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/fd91df91e8a37e76bad31c07cbb43010da33daa4e152b857e697a6cb728bcefd
0xb91458b9955c368f01ae496235e96dbc2682456778a67627e8f938ad8591a9a2,USDT-ERC20,send,1253.805275,0xff411a32a36356ffe90eb5efe0cbd6cf3eafeec8,2024-07-03,0.00095892,ETH,2.4,3.763,9.02,9.56,1253.805275,
dfd035f9a2885debd648d482d7bc5cc45b5a125cad5fe70698fbee4e72d4a8e1,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/dfd035f9a2885debd648d482d7bc5cc45b5a125cad5fe70698fbee4e72d4a8e1
d626b427fed897037e2a5396dc7ce14d6b5a8a5860940f32fe2fb0b9bd2463d8,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/d626b427fed897037e2a5396dc7ce14d6b5a8a5860940f32fe2fb0b9bd2463d8
15c7de7650060d69af3a4e7939b2d1fccff54f5e3edbd2413c2f9d2a8aaafe42,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/15c7de7650060d69af3a4e7939b2d1fccff54f5e3edbd2413c2f9d2a8aaafe42
caa43d27aec73741718c47740545741ac74f4f7a5838e8de225e6be62d056fb7,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/caa43d27aec73741718c47740545741ac74f4f7a5838e8de225e6be62d056fb7
16c6caa663e2df0f5ee2e733ddcdad6d72fb7cb550357df04702bb3b2c94f379,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/16c6caa663e2df0f5ee2e733ddcdad6d72fb7cb550357df04702bb3b2c94f379
01f6d69f5018eed61e7b458b9d00a0c3a8b7f7b73cdf1ee1d1e3f81f7d139c31,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/01f6d69f5018eed61e7b458b9d00a0c3a8b7f7b73cdf1ee1d1e3f81f7d139c31
7a6796cb77e43414d258d71a05a95f5fbd9cd345dc1249771914ecdd4082e885,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/7a6796cb77e43414d258d71a05a95f5fbd9cd345dc1249771914ecdd4082e885
ec61417e1c10cc117fba3aa87e220579f698c7bc0b92b022ca7bb8156cd9f2c5,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/ec61417e1c10cc117fba3aa87e220579f698c7bc0b92b022ca7bb8156cd9f2c5
8c736ea74bd90a93a84f8d582ff78c711c8968cddfafba6b253911e3b23cc4e6,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/8c736ea74bd90a93a84f8d582ff78c711c8968cddfafba6b253911e3b23cc4e6
2407eef0b61a267d6b605728c0b0b4f695c855882d7e1e08ca47524fd9e3d677,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/2407eef0b61a267d6b605728c0b0b4f695c855882d7e1e08ca47524fd9e3d677
e1a5c6586792a158d44810aefbfe8bda0a42105904420177c99647d165127c3c,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/e1a5c6586792a158d44810aefbfe8bda0a42105904420177c99647d165127c3c
cee32063504bddb076453a4d4931091719b42d3d5fd507a45324a9f745820cf7,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/cee32063504bddb076453a4d4931091719b42d3d5fd507a45324a9f745820cf7
4caca7491ecfa55d596154f72ab4d5bee19cb57e04ec83e8e5559b4d2550f1d3,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/4caca7491ecfa55d596154f72ab4d5bee19cb57e04ec83e8e5559b4d2550f1d3
9d805dcccab32909e81d4a9187aad079806b8b7a13ee632fd8666eb5d79c08d5,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/9d805dcccab32909e81d4a9187aad079806b8b7a13ee632fd8666eb5d79c08d5
0474cbea4dbb586a314928f936995815a885eadcbd7caa7b6876509cb0346da7,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/0474cbea4dbb586a314928f936995815a885eadcbd7caa7b6876509cb0346da7
7c86b7083b4b0d26eff4b2d421ce0f3f4efbe603b0659271d2f831b6a8af0a06,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/7c86b7083b4b0d26eff4b2d421ce0f3f4efbe603b0659271d2f831b6a8af0a06
d4c206e3c5c6ab8bdd0ec03e05ae03fddf29704300c4f7e0165a0f4c993cdd07,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/d4c206e3c5c6ab8bdd0ec03e05ae03fddf29704300c4f7e0165a0f4c993cdd07
7133d86ae89cdf451e345638876aa752a157975bf1fa8227cc8f71f3c9d2ec48,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/7133d86ae89cdf451e345638876aa752a157975bf1fa8227cc8f71f3c9d2ec48
189751613ac884f6a8a3cdaa710b0ed7944ed99a39ec9d68c52933974de4f9dc,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/189751613ac884f6a8a3cdaa710b0ed7944ed99a39ec9d68c52933974de4f9dc
40c015abb708fe3a225b7fc93a87fb654e2c62cb331fed19466092d494e639f6,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/40c015abb708fe3a225b7fc93a87fb654e2c62cb331fed19466092d494e639f6
39eda9d3609895c6311f3923b8e1dd4b38772532d7d8c5ff0f73a986cc69aae8,BTC,send,0.00958694,bc1qw6dsnqwse743z7m95lmhu3n2ewmr6qxygwtpnu,2024-06-07,9.306e-05,BTC,4.19,3.732,15.63,16.57,0.00958694,
84cdb4790b22b9a46a7aeb0f592caf5cc91e1778af6b8f297412857ebc3e1ce2,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/84cdb4790b22b9a46a7aeb0f592caf5cc91e1778af6b8f297412857ebc3e1ce2
c177c6c2810164239d7219ab98a5d35c0aa023a1fc945634cd81f2a385c52247,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/c177c6c2810164239d7219ab98a5d35c0aa023a1fc945634cd81f2a385c52247
cdacbd5f08b6225092b9133954006c81f866d545aa377432ed28c7e5adade21d,,,,,,,,,,,,,Error fetching BTC transaction: 404 Client Error: Not Found for url: https://blockchain.info/rawtx/cdacbd5f08b6225092b9133954006c81f866d545aa377432ed28c7e5adade21d
